,location,BHK,total_sqft,bath,balcony,price
2435,Gollarapalya Hosahalli,3,1318.0,3.0,2.0,56.0
2436,Gollarapalya Hosahalli,2,1129.0,2.0,1.0,50.0
2437,Gottigere,2,1100.0,2.0,2.0,40.0
2438,Gottigere,2,967.0,2.0,3.0,45.0
2439,Gottigere,3,1618.0,3.0,3.0,82.5
2440,Gottigere,2,1222.0,2.0,1.0,63.0
2442,Gottigere,3,1300.0,3.0,3.0,65.0
2443,Gottigere,2,950.0,2.0,1.0,38.0
2444,Gottigere,2,1153.0,2.0,1.0,48.5
2445,Gottigere,1,812.0,1.0,0.0,26.0
2447,Gottigere,3,1460.0,2.0,2.0,65.0
2448,Gottigere,3,1500.0,3.0,2.0,70.0
2449,Gottigere,3,1621.0,3.0,3.0,72.0
2450,Gottigere,1,812.0,1.0,1.0,26.0
2451,Gottigere,2,990.0,2.0,1.0,40.0
2452,Gottigere,2,1235.0,2.0,2.0,63.0
2453,Gottigere,3,1385.0,3.0,2.0,64.0
2454,Gottigere,2,1000.0,2.0,1.0,35.0
2455,Gottigere,2,1010.0,2.0,1.0,35.0
2458,Gottigere,3,1435.0,2.0,3.0,62.0
2459,Gottigere,2,945.0,2.0,0.0,45.0
2461,Gottigere,4,2500.0,3.0,2.0,120.0
2462,Gottigere,3,1230.0,2.0,2.0,52.0
2463,Gottigere,2,1120.0,2.0,2.0,50.0
2464,Gottigere,3,1500.0,3.0,2.0,63.0
2465,Gottigere,2,1200.0,2.0,3.0,40.0
2466,Gottigere,2,1280.0,2.0,1.0,61.0
2467,Gottigere,2,1205.0,2.0,1.0,56.58
2468,Gottigere,2,1170.0,2.0,2.0,40.0
2469,Gottigere,4,3000.0,3.0,0.0,132.0
2470,Gottigere,3,1613.0,3.0,3.0,72.0
2471,Gottigere,2,1110.0,2.0,2.0,36.25
2472,Gottigere,2,1245.0,2.0,2.0,59.0
2473,Gottigere,2,1200.0,2.0,2.0,50.0
2474,Green Glen Layout,3,1670.0,3.0,2.0,120.0
2475,Green Glen Layout,4,3250.0,4.0,3.0,230.0
2476,Green Glen Layout,4,3250.0,4.0,3.0,230.0
2477,Green Glen Layout,2,940.0,2.0,1.0,56.8
2478,Green Glen Layout,2,1050.0,2.0,2.0,48.0
2479,Green Glen Layout,3,1725.0,3.0,2.0,130.0
2480,Green Glen Layout,2,1075.0,2.0,1.0,60.0
2481,Green Glen Layout,3,1485.0,3.0,2.0,115.0
2482,Green Glen Layout,3,1715.0,3.0,2.0,115.0
2483,Green Glen Layout,3,1751.0,2.0,1.0,115.0
2484,Green Glen Layout,3,1750.0,3.0,2.0,130.0
2485,Green Glen Layout,3,1530.0,3.0,2.0,105.0
2486,Green Glen Layout,3,1752.0,3.0,2.0,105.0
2487,Green Glen Layout,3,1680.0,4.0,3.0,95.0
2488,Green Glen Layout,3,1728.0,3.0,2.0,125.0
2489,Green Glen Layout,3,1645.0,3.0,2.0,110.0
2490,Green Glen Layout,3,1517.0,3.0,3.0,100.0
2491,Green Glen Layout,4,3150.0,4.0,3.0,218.0
2493,Green Glen Layout,3,1750.0,3.0,2.0,120.0
2494,Green Glen Layout,3,1740.0,3.0,3.0,80.0
2495,Green Glen Layout,3,1750.0,3.0,2.0,81.0
2496,Green Glen Layout,3,1751.0,3.0,2.0,115.0
2497,Green Glen Layout,3,1750.0,3.0,2.0,105.0
2498,Green Glen Layout,3,1885.0,3.0,2.0,135.0
2499,Green Glen Layout,3,1715.0,3.0,3.0,120.0
2500,Green Glen Layout,3,1715.0,3.0,3.0,115.0
2501,Green Glen Layout,3,1715.0,3.0,2.0,105.0
2502,Green Glen Layout,3,1600.0,3.0,3.0,105.0
2503,Green Glen Layout,3,1717.0,3.0,3.0,125.0
2504,Green Glen Layout,2,1250.0,2.0,0.0,75.0
2505,Green Glen Layout,3,1715.0,3.0,3.0,112.0
2506,Gubbalala,3,1470.0,2.0,2.0,82.0
2507,Gubbalala,3,1745.0,3.0,2.0,104.0
2508,Gubbalala,3,1745.0,3.0,2.0,115.0
2509,Gubbalala,3,1745.0,3.0,2.0,110.0
2510,Gubbalala,3,1650.0,3.0,2.0,71.0
2511,Gubbalala,5,2570.0,4.0,2.0,141.0
2512,Gubbalala,2,1205.0,2.0,2.0,70.0
2513,Gubbalala,3,1435.0,2.0,2.0,80.0
2514,Gubbalala,2,1475.0,2.0,2.0,80.0
2516,Gubbalala,2,1100.0,2.0,2.0,49.5
2517,Gubbalala,2,1060.0,2.0,1.0,46.0
2518,Gubbalala,3,2000.0,3.0,3.0,125.0
2520,Gunjur,2,1140.0,2.0,3.0,43.0
2521,Gunjur,3,1356.0,2.0,3.0,66.0
2522,Gunjur,3,1600.0,3.0,3.0,75.0
2523,Gunjur,4,2000.0,3.0,0.0,95.0
2524,Gunjur,2,1140.0,2.0,2.0,49.11
2525,Gunjur,2,1195.0,2.0,2.0,44.0
2526,Gunjur,2,1190.0,2.0,2.0,40.0
2527,Gunjur,2,1457.0,2.0,3.0,60.0
2528,Gunjur,2,1080.0,2.0,2.0,41.0
2531,Gunjur,2,1175.0,2.0,2.0,43.48
2532,Gunjur,3,1362.0,3.0,2.0,62.63
2533,Gunjur,2,1071.0,2.0,1.0,51.0
2534,Gunjur,2,1063.0,2.0,2.0,40.0
2535,Gunjur,2,1235.0,2.0,2.0,52.76
2536,Gunjur,3,1362.0,3.0,1.0,62.63
2537,Gunjur,3,1362.0,3.0,1.0,62.63
2538,Gunjur,3,1588.0,2.0,3.0,90.0
2539,Gunjur,2,1235.0,2.0,2.0,44.5
2540,Gunjur,2,1457.0,2.0,3.0,60.0
2541,HAL 2nd Stage,3,1490.0,2.0,2.0,300.0
2542,HAL 2nd Stage,2,600.0,3.0,2.0,145.0
2543,HAL 2nd Stage,3,2700.0,3.0,0.0,500.0
2544,HAL 2nd Stage,5,2040.0,4.0,1.0,500.0
2545,HBR Layout,3,2800.0,2.0,0.0,200.0
2546,HBR Layout,3,1722.0,3.0,0.0,95.0
2547,HBR Layout,4,1200.0,4.0,0.0,120.0
2548,HBR Layout,2,1200.0,2.0,2.0,60.0
2549,HBR Layout,2,1004.0,2.0,1.0,49.0
2550,HBR Layout,3,1783.0,3.0,2.0,125.0
2551,HBR Layout,3,1656.0,3.0,2.0,90.0
2552,HBR Layout,2,1089.0,2.0,1.0,60.0
2553,HBR Layout,3,1700.0,3.0,1.0,110.0
2554,HBR Layout,2,1198.0,2.0,1.0,65.0
2555,HBR Layout,4,1200.0,4.0,2.0,115.0
2556,HBR Layout,2,1200.0,2.0,0.0,120.0
2557,HBR Layout,3,1832.0,3.0,2.0,160.0
2558,HRBR Layout,2,1374.0,2.0,2.0,95.0
2559,HRBR Layout,2,1440.0,2.0,2.0,98.0
2561,HRBR Layout,3,2800.0,3.0,2.0,250.0
2562,HRBR Layout,2,1210.0,2.0,1.0,75.0
2563,HRBR Layout,2,1265.0,2.0,1.0,78.0
2564,HRBR Layout,2,1170.0,2.0,2.0,75.0
2566,HRBR Layout,4,1900.0,3.0,1.0,90.0
2567,HRBR Layout,3,1625.0,3.0,2.0,120.0
2568,HRBR Layout,2,1301.0,2.0,1.0,120.0
2569,HRBR Layout,2,1145.0,2.0,2.0,68.5
2570,HRBR Layout,2,1300.0,2.0,3.0,90.0
2572,HSR Layout,2,1372.0,2.0,1.0,68.0
2574,HSR Layout,3,1475.0,3.0,2.0,75.0
2575,HSR Layout,2,1467.0,2.0,1.0,55.0
2576,HSR Layout,2,1140.0,2.0,2.0,46.0
2577,HSR Layout,2,1372.0,2.0,1.0,61.0
2578,HSR Layout,3,1750.0,3.0,2.0,95.0
2580,HSR Layout,2,1027.0,2.0,2.0,44.0
2581,HSR Layout,3,1650.0,3.0,2.0,110.0
2582,HSR Layout,2,1140.0,2.0,2.0,46.0
2583,HSR Layout,2,1372.0,2.0,1.0,61.0
2584,HSR Layout,2,1140.0,2.0,2.0,46.0
2585,HSR Layout,2,1185.0,2.0,2.0,60.0
2586,HSR Layout,2,1127.0,2.0,1.0,68.0
2587,HSR Layout,3,1600.0,2.0,2.0,115.0
2588,HSR Layout,2,1145.0,2.0,2.0,48.0
2589,HSR Layout,2,1009.0,2.0,2.0,56.0
2590,HSR Layout,2,1300.0,2.0,2.0,98.0
2592,HSR Layout,2,1140.0,2.0,2.0,46.0
2593,HSR Layout,2,1126.0,2.0,1.0,69.0
2595,HSR Layout,2,1140.0,2.0,2.0,46.0
2596,HSR Layout,2,1145.0,2.0,2.0,46.0
2597,HSR Layout,2,1142.0,2.0,2.0,65.0
2598,HSR Layout,2,1145.0,2.0,2.0,46.0
2599,HSR Layout,3,1844.0,3.0,3.0,95.0
2600,HSR Layout,2,1203.0,2.0,2.0,72.0
2601,HSR Layout,2,1140.0,2.0,2.0,46.0
2602,HSR Layout,5,4200.0,5.0,2.0,245.0
2603,HSR Layout,2,1140.0,2.0,2.0,46.0
2604,HSR Layout,2,1145.0,2.0,2.0,46.0
2605,HSR Layout,2,1009.0,2.0,2.0,56.0
2606,HSR Layout,2,1145.0,2.0,2.0,46.0
2607,HSR Layout,2,1100.0,2.0,2.0,44.0
2608,HSR Layout,2,1203.0,2.0,2.0,60.0
2609,HSR Layout,2,1120.0,2.0,1.0,70.0
2610,HSR Layout,2,1140.0,2.0,2.0,46.0
2611,HSR Layout,2,1289.0,2.0,2.0,70.0
2612,HSR Layout,3,1844.0,3.0,1.0,89.0
2613,HSR Layout,2,1203.0,2.0,2.0,60.0
2614,HSR Layout,2,1140.0,2.0,2.0,46.0
2615,Haralur Road,2,1240.0,2.0,1.0,70.0
2616,Haralur Road,2,1027.0,2.0,2.0,44.0
2619,Haralur Road,2,1194.0,2.0,2.0,47.0
2620,Haralur Road,2,1202.0,2.0,1.0,53.0
2621,Haralur Road,2,1056.0,2.0,1.0,61.0
2623,Haralur Road,3,1810.0,3.0,2.0,100.0
2624,Haralur Road,2,1194.0,2.0,2.0,46.0
2626,Haralur Road,2,1225.0,2.0,1.0,67.38
2627,Haralur Road,2,1243.0,2.0,1.0,46.0
2628,Haralur Road,2,1027.0,2.0,2.0,44.0
2629,Haralur Road,3,1920.0,3.0,1.0,115.0
2630,Haralur Road,3,1875.0,3.0,2.0,110.0
2631,Haralur Road,2,1194.0,2.0,2.0,47.0
2632,Haralur Road,2,1140.0,2.0,2.0,43.0
2633,Haralur Road,2,1027.0,2.0,2.0,44.0
2634,Haralur Road,2,1194.0,2.0,2.0,46.0
2635,Haralur Road,3,2017.0,3.0,2.0,125.0
2636,Haralur Road,2,1140.0,2.0,2.0,43.0
2637,Haralur Road,3,1875.0,3.0,3.0,110.0
2638,Haralur Road,2,1092.0,2.0,2.0,44.0
2639,Haralur Road,3,2475.0,4.0,2.0,130.0
2640,Haralur Road,2,1300.0,2.0,2.0,73.0
2641,Haralur Road,2,1194.0,2.0,2.0,47.0
2642,Haralur Road,2,1243.0,2.0,2.0,46.0
2643,Haralur Road,3,1850.0,3.0,2.0,110.0
2644,Haralur Road,2,1225.0,2.0,1.0,67.38
2645,Haralur Road,2,1243.0,2.0,2.0,46.0
2646,Haralur Road,4,3400.0,5.0,3.0,240.0
2647,Haralur Road,2,1464.0,2.0,2.0,56.0
2648,Haralur Road,2,1230.0,2.0,1.0,78.0
2649,Haralur Road,2,1000.0,2.0,2.0,44.0
2651,Haralur Road,2,1300.0,2.0,2.0,79.0
2652,Haralur Road,3,1444.0,2.0,1.0,80.0
2653,Haralur Road,2,1088.0,2.0,1.0,68.0
2654,Haralur Road,2,1027.0,2.0,1.0,44.0
2656,Haralur Road,2,1225.0,2.0,1.0,70.0
2658,Haralur Road,2,1194.0,2.0,2.0,46.0
2659,Haralur Road,3,1830.0,3.0,2.0,101.0
2660,Haralur Road,3,1810.0,3.0,2.0,126.0
2661,Haralur Road,2,1464.0,2.0,2.0,56.0
2662,Haralur Road,3,1520.0,2.0,2.0,96.0
2663,Haralur Road,2,1300.0,2.0,2.0,75.0
2664,Haralur Road,3,2017.0,2.0,2.0,125.0
2665,Haralur Road,2,1243.0,2.0,2.0,46.0
2666,Haralur Road,2,1027.0,2.0,2.0,44.0
2667,Haralur Road,4,2805.0,5.0,3.0,160.0
2668,Haralur Road,2,1243.0,2.0,2.0,46.0
2669,Haralur Road,2,1027.0,2.0,2.0,44.0
2670,Haralur Road,3,2017.0,3.0,2.0,105.0
2671,Haralur Road,2,1243.0,2.0,2.0,46.0
2672,Haralur Road,2,1243.0,2.0,2.0,46.0
2673,Haralur Road,3,1520.0,2.0,2.0,90.0
2674,Haralur Road,2,1300.0,2.0,2.0,60.0
2675,Haralur Road,3,1985.0,3.0,2.0,130.0
2676,Haralur Road,3,1255.0,2.0,1.0,90.0
2677,Haralur Road,2,1056.0,2.0,1.0,60.0
2678,Haralur Road,2,1140.0,2.0,1.0,42.0
2679,Haralur Road,2,1245.0,2.0,3.0,62.0
2680,Haralur Road,2,1140.0,2.0,2.0,58.0
2681,Haralur Road,2,1140.0,2.0,2.0,42.0
2682,Haralur Road,2,1027.0,2.0,2.0,43.0
2683,Haralur Road,2,1194.0,2.0,2.0,47.0
2684,Haralur Road,2,1194.0,2.0,2.0,47.0
2685,Haralur Road,3,1560.0,3.0,1.0,90.0
2686,Haralur Road,3,1520.0,2.0,2.0,85.0
2687,Haralur Road,2,1243.0,2.0,2.0,45.0
2688,Haralur Road,2,1027.0,2.0,2.0,44.0
2689,Haralur Road,2,1194.0,2.0,2.0,46.0
2690,Haralur Road,3,1650.0,3.0,3.0,100.0
2691,Haralur Road,3,1580.0,3.0,1.0,73.0
2692,Haralur Road,2,1243.0,2.0,2.0,46.0
2693,Haralur Road,2,1194.0,2.0,2.0,47.0
2695,Haralur Road,3,1520.0,2.0,2.0,96.0
2696,Haralur Road,3,1510.0,3.0,2.0,83.05
2697,Haralur Road,2,1056.0,2.0,1.0,65.0
2698,Haralur Road,3,1810.0,3.0,2.0,100.0
2699,Haralur Road,2,1243.0,2.0,2.0,46.0
2700,Haralur Road,1,575.0,1.0,1.0,38.0
2701,Haralur Road,2,1194.0,2.0,2.0,46.0
2702,Haralur Road,2,1243.0,2.0,2.0,46.0
2703,Haralur Road,2,1194.0,2.0,2.0,46.0
2704,Haralur Road,2,1140.0,2.0,2.0,43.0
2705,Haralur Road,3,1850.0,3.0,2.0,120.0
2706,Haralur Road,2,1194.0,2.0,2.0,47.0
2707,Haralur Road,2,1194.0,2.0,2.0,47.0
2709,Haralur Road,2,1243.0,2.0,1.0,46.0
2710,Haralur Road,3,1710.0,3.0,2.0,85.0
2711,Haralur Road,3,1730.0,3.0,1.0,95.0
2712,Haralur Road,2,1243.0,2.0,2.0,46.0
2713,Haralur Road,2,1243.0,2.0,2.0,46.0
2714,Haralur Road,2,1243.0,2.0,2.0,46.0
2715,Haralur Road,3,1817.0,3.0,2.0,110.0
2716,Haralur Road,2,1225.0,2.0,1.0,77.0
2717,Haralur Road,2,1285.0,2.0,1.0,78.0
2718,Haralur Road,2,1225.0,2.0,1.0,67.48
2719,Haralur Road,2,1225.0,2.0,1.0,69.84
2720,Haralur Road,2,1200.0,2.0,2.0,46.0
2721,Haralur Road,2,1315.0,2.0,1.0,85.0
2722,Haralur Road,3,1976.0,3.0,2.0,92.0
2723,Haralur Road,2,1300.0,2.0,2.0,75.0
2724,Haralur Road,2,1309.0,2.0,1.0,82.0
2725,Haralur Road,2,1027.0,1.0,2.0,44.0
2726,Haralur Road,2,1243.0,2.0,2.0,46.0
2727,Haralur Road,2,1243.0,2.0,2.0,46.0
2728,Haralur Road,2,1140.0,2.0,2.0,43.0
2729,Haralur Road,2,1300.0,2.0,1.0,75.0
2730,Haralur Road,2,1243.0,2.0,2.0,46.0
2731,Haralur Road,3,1890.0,3.0,2.0,84.0
2732,Haralur Road,2,1230.0,2.0,1.0,67.65
2733,Haralur Road,2,1194.0,2.0,2.0,46.0
2734,Haralur Road,2,1092.0,2.0,2.0,44.0
2736,Haralur Road,3,1255.0,3.0,1.0,90.0
2737,Haralur Road,3,1735.0,3.0,2.0,97.0
2738,Haralur Road,3,1810.0,3.0,2.0,97.83
2739,Haralur Road,2,1200.0,2.0,2.0,46.0
2740,Haralur Road,2,1243.0,2.0,2.0,46.0
2741,Haralur Road,3,1810.0,3.0,2.0,112.0
2742,Harlur,2,1508.0,2.0,1.0,77.0
2745,Harlur,3,1709.0,3.0,2.0,150.0
2746,Harlur,2,1174.0,2.0,1.0,69.0
2747,Harlur,2,1033.0,2.0,2.0,49.0
2748,Harlur,2,1197.0,2.0,1.0,84.0
2749,Harlur,2,1310.0,2.0,1.0,50.0
2750,Harlur,3,1757.0,3.0,2.0,132.0
2751,Harlur,2,1174.0,2.0,1.0,76.0
2752,Harlur,3,1754.0,3.0,2.0,125.0
2753,Harlur,2,1200.0,2.0,1.0,49.5
2754,Harlur,2,1290.0,2.0,1.0,85.0
2755,Harlur,3,1754.0,3.0,2.0,135.0
2756,Harlur,3,1754.0,3.0,2.0,124.0
2757,Harlur,2,1152.0,2.0,2.0,69.0
2758,Harlur,2,1290.0,2.0,1.0,87.0
2759,Harlur,3,1749.0,3.0,2.0,115.0
2760,Harlur,4,3385.0,4.0,2.0,260.0
2761,Harlur,3,2240.0,5.0,2.0,155.0
2762,Harlur,3,1758.0,3.0,2.0,133.0
2764,Harlur,2,1197.0,2.0,1.0,79.0
2765,Harlur,2,1174.0,2.0,1.0,78.0
2768,Harlur,2,1200.0,2.0,2.0,52.0
2769,Harlur,2,1197.0,2.0,1.0,79.0
2770,Harlur,3,1749.0,3.0,2.0,112.0
2771,Harlur,2,1174.0,2.0,1.0,75.0
2772,Harlur,3,1750.0,3.0,2.0,136.0
2773,Harlur,3,1620.0,3.0,1.0,110.0
2776,Harlur,3,1459.0,3.0,2.0,135.0
2777,Harlur,3,1762.0,3.0,2.0,133.0
2778,Harlur,3,1756.0,3.0,2.0,131.0
2779,Harlur,3,1755.0,3.0,2.0,130.0
2780,Harlur,3,1864.0,3.0,1.0,140.0
2781,Harlur,2,1331.0,2.0,1.0,88.0
2782,Harlur,2,1133.0,2.0,1.0,55.0
2783,Harlur,3,1756.0,3.0,2.0,128.0
2784,Harlur,3,1749.0,3.0,2.0,120.0
2785,Harlur,2,1197.0,2.0,1.0,82.0
2786,Harlur,2,1303.0,2.0,1.0,90.0
2787,Harlur,3,1754.0,3.0,2.0,132.0
2788,Harlur,2,1532.0,2.0,1.0,65.0
2789,Harlur,2,1174.0,2.0,1.0,75.0
2790,Harlur,3,1756.0,3.0,2.0,134.0
2791,Harlur,2,1197.0,2.0,1.0,78.0
2792,Harlur,2,1290.0,2.0,1.0,89.9
2793,Harlur,2,1386.0,2.0,2.0,85.0
2794,Harlur,2,1174.0,2.0,1.0,74.0
2795,Harlur,2,1174.0,2.0,1.0,78.0
2797,Harlur,3,1755.0,3.0,2.0,115.0
2799,Harlur,4,2569.0,4.0,1.0,175.0
2800,Harlur,2,1532.0,2.0,1.0,65.0
2802,Harlur,2,1197.0,2.0,1.0,77.0
2803,Harlur,4,2569.0,5.0,3.0,180.0
2804,Harlur,2,1225.0,2.0,2.0,56.0
2805,Harlur,2,1197.0,2.0,1.0,76.0
2807,Harlur,2,1197.0,2.0,1.0,75.0
2808,Harlur,3,1755.0,3.0,2.0,117.0
2809,Harlur,2,1197.0,2.0,1.0,79.9
2810,Harlur,2,936.0,2.0,1.0,45.0
2811,Harlur,4,2990.0,4.0,1.0,225.0
2812,Harlur,2,1370.0,2.0,2.0,88.0
2813,Harlur,2,1335.0,2.0,0.0,72.76
2814,Hebbal,3,1760.0,2.0,2.0,123.0
2815,Hebbal,4,5611.5,4.0,0.0,477.0
2817,Hebbal,2,1349.0,2.0,1.0,98.2
2818,Hebbal,4,2483.0,5.0,2.0,212.0
2819,Hebbal,3,1760.0,2.0,2.0,130.0
2820,Hebbal,3,3450.0,5.0,2.0,260.0
2821,Hebbal,3,1920.0,3.0,2.0,134.0
2822,Hebbal,3,1500.0,3.0,1.0,150.0
2823,Hebbal,2,1337.0,2.0,1.0,82.0
2824,Hebbal,2,1349.0,2.0,1.0,98.0
2825,Hebbal,4,2470.0,5.0,2.0,247.0
2826,Hebbal,2,1036.0,2.0,1.0,50.0
2829,Hebbal,3,1790.0,3.0,2.0,127.0
2831,Hebbal,3,1985.0,4.0,2.0,189.0
2832,Hebbal,4,2483.0,5.0,2.0,215.0
2833,Hebbal,2,1080.0,2.0,1.0,54.0
2834,Hebbal,2,812.0,2.0,2.0,55.0
2836,Hebbal,2,1075.0,2.0,3.0,52.0
2837,Hebbal,4,3067.0,4.0,2.0,230.0
2838,Hebbal,2,1040.0,2.0,1.0,50.0
2839,Hebbal,3,2526.0,2.0,2.0,250.0
2840,Hebbal,4,3067.0,4.0,3.0,230.0
2842,Hebbal,2,823.0,2.0,1.0,50.63
2843,Hebbal,2,1420.0,2.0,1.0,123.0
2845,Hebbal,2,1420.0,2.0,1.0,99.39
2846,Hebbal,4,4235.0,4.0,2.0,365.0
2847,Hebbal,3,1700.0,3.0,2.0,124.0
2848,Hebbal,4,3960.0,5.0,3.0,386.0
2850,Hebbal,2,1420.0,2.0,1.0,99.39
2852,Hebbal,2,1440.0,2.0,1.0,115.0
2853,Hebbal,2,1100.0,2.0,1.0,54.0
2855,Hebbal,3,2400.0,4.0,1.0,180.0
2857,Hebbal,2,1420.0,2.0,2.0,107.0
2858,Hebbal,2,1320.0,2.0,1.0,92.0
2859,Hebbal,2,919.0,2.0,1.0,49.0
2860,Hebbal,3,1645.0,3.0,2.0,135.0
2861,Hebbal,3,2080.0,3.0,3.0,175.0
2863,Hebbal,4,2483.0,5.0,2.0,230.0
2864,Hebbal,3,2600.0,3.0,2.0,195.0
2865,Hebbal,3,1645.0,3.0,2.0,117.0
2866,Hebbal,2,1251.0,2.0,1.0,88.73
2867,Hebbal,3,1645.0,3.0,2.0,121.0
2868,Hebbal,3,1760.0,3.0,2.0,123.0
2870,Hebbal,4,3960.0,5.0,3.0,386.0
2871,Hebbal,3,1645.0,3.0,2.0,120.0
2872,Hebbal,3,1255.0,2.0,1.0,90.0
2873,Hebbal,3,1645.0,3.0,2.0,117.0
2876,Hebbal,3,1636.0,3.0,1.0,119.0
2877,Hebbal,3,2661.0,2.0,1.0,226.5
2878,Hebbal,3,1255.0,2.0,1.0,95.0
2881,Hebbal,3,1255.0,2.0,1.0,95.0
2882,Hebbal,2,1088.0,2.0,2.0,61.45
2883,Hebbal,2,1349.0,2.0,1.0,97.8
2885,Hebbal,2,1344.0,2.0,1.0,108.0
2886,Hebbal,3,1255.0,2.0,1.0,90.0
2888,Hebbal,2,1138.0,2.0,1.0,110.0
2889,Hebbal,4,2790.0,5.0,3.0,204.0
2890,Hebbal,2,1088.0,2.0,2.0,62.0
2891,Hebbal,3,1987.0,4.0,2.0,165.0
2893,Hebbal,2,1299.0,2.0,1.0,100.0
2894,Hebbal,2,1200.0,2.0,1.0,60.0
2895,Hebbal,3,1645.0,3.0,2.0,117.0
2896,Hebbal,2,1390.0,2.0,2.0,95.0
2897,Hebbal,2,1333.0,2.0,1.0,100.0
2899,Hebbal,3,2650.0,4.0,3.0,199.0
2900,Hebbal,3,1800.0,3.0,2.0,140.0
2902,Hebbal,4,2470.0,4.0,2.0,203.0
2903,Hebbal,3,1255.0,2.0,1.0,95.0
2904,Hebbal,2,1333.0,2.0,1.0,104.0
2905,Hebbal,3,1645.0,3.0,2.0,117.0
2906,Hebbal,3,2600.0,3.0,2.0,199.0
2907,Hebbal,2,1345.0,2.0,1.0,97.0
2909,Hebbal,2,985.0,2.0,2.0,62.0
2910,Hebbal,2,1320.0,2.0,1.0,91.0
2911,Hebbal,3,2388.0,3.0,1.0,195.0
2912,Hebbal,2,1040.0,2.0,1.0,55.0
2914,Hebbal,2,1150.0,2.0,1.0,55.0
2915,Hebbal,3,2600.0,3.0,2.0,195.0
2916,Hebbal,2,1075.0,2.0,0.0,52.0
2917,Hebbal,4,2630.0,5.0,0.0,188.0
2919,Hebbal,3,1645.0,3.0,2.0,113.0
2921,Hebbal,2,1420.0,2.0,1.0,99.39
2923,Hebbal,3,3520.0,5.0,2.0,320.0
2924,Hebbal,2,1162.0,2.0,1.0,69.0
2925,Hebbal,2,1100.0,2.0,1.0,60.0
2926,Hebbal,4,4235.0,5.0,3.0,364.0
2927,Hebbal,2,1299.0,2.0,1.0,97.0
2929,Hebbal,4,2470.0,5.0,2.0,192.0
2930,Hebbal,3,1645.0,3.0,2.0,117.0
2931,Hebbal,3,1920.0,3.0,2.0,134.0
2932,Hebbal,3,3520.0,5.0,2.0,240.0
2933,Hebbal,3,1920.0,3.0,2.0,150.0
2934,Hebbal,4,2375.0,4.0,2.0,189.0
2935,Hebbal,2,1420.0,2.0,1.0,99.26
2936,Hebbal,2,1252.0,2.0,1.0,92.0
2938,Hebbal,2,1162.0,2.0,1.0,59.0
2939,Hebbal,2,1294.0,2.0,1.0,115.0
2940,Hebbal,4,4225.0,6.0,0.0,359.0
2941,Hebbal,2,1150.0,2.0,1.0,57.0
2942,Hebbal,3,1740.0,2.0,1.0,137.0
2944,Hebbal,3,1662.0,3.0,2.0,155.0
2945,Hebbal,3,2250.0,3.0,2.0,219.0
2946,Hebbal,2,1349.0,2.0,1.0,98.0
2947,Hebbal,4,4000.0,6.0,1.0,370.0
2948,Hebbal,2,1349.0,2.0,1.0,96.8
2949,Hebbal Kempapura,3,1700.0,3.0,2.0,155.0
2950,Hebbal Kempapura,3,1800.0,3.0,2.0,175.0
2951,Hebbal Kempapura,3,2900.0,4.0,2.0,300.0
2952,Hebbal Kempapura,3,3522.0,3.0,2.0,380.0
2953,Hebbal Kempapura,5,2280.0,5.0,2.0,200.0
2954,Hebbal Kempapura,2,1200.0,2.0,1.0,125.0
2955,Hebbal Kempapura,3,2900.0,4.0,1.0,240.0
2957,Hebbal Kempapura,2,1300.0,2.0,2.0,102.0
2958,Hebbal Kempapura,3,1466.0,2.0,3.0,140.0
2960,Hebbal Kempapura,3,1725.0,2.0,1.0,165.0
2961,Hebbal Kempapura,3,1200.0,3.0,1.0,125.0
2962,Hebbal Kempapura,3,3408.0,3.0,3.0,260.0
2963,Hebbal Kempapura,2,1485.0,3.0,3.0,132.0
2964,Hebbal Kempapura,2,1400.0,2.0,2.0,108.0
2965,Hebbal Kempapura,3,1800.0,3.0,3.0,150.0
2966,Hebbal Kempapura,5,2400.0,5.0,2.0,200.0
2967,Hebbal Kempapura,5,2800.0,5.0,1.0,220.0
2968,Hebbal Kempapura,3,1785.0,3.0,0.0,165.0
2969,Hebbal Kempapura,4,3729.0,4.0,2.0,384.0
2970,Hebbal Kempapura,3,1600.0,3.0,3.0,170.0
2971,Hebbal Kempapura,3,1730.0,3.0,2.0,175.0
2973,Hegde Nagar,3,1569.0,3.0,1.0,101.0
2974,Hegde Nagar,6,3000.0,7.0,2.0,210.0
2975,Hegde Nagar,3,2026.0,3.0,2.0,132.0
2976,Hegde Nagar,3,1801.0,3.0,2.0,115.0
2977,Hegde Nagar,2,1050.0,1.0,2.0,56.0
2978,Hegde Nagar,2,1341.0,2.0,1.0,97.0
2979,Hegde Nagar,4,1200.0,4.0,1.0,83.0
2980,Hegde Nagar,3,1703.0,3.0,2.0,113.0
2981,Hegde Nagar,3,1570.0,3.0,1.0,105.0
2982,Hegde Nagar,3,1801.0,3.0,2.0,140.0
2983,Hegde Nagar,3,1965.0,4.0,2.0,125.0
2984,Hegde Nagar,2,1200.0,2.0,0.0,75.0
2985,Hegde Nagar,3,1847.0,3.0,2.0,135.0
2986,Hegde Nagar,2,1179.0,2.0,2.0,49.35
2988,Hegde Nagar,3,1965.0,4.0,2.0,132.0
2989,Hegde Nagar,3,1703.0,3.0,2.0,125.0
2990,Hegde Nagar,3,1847.0,3.0,2.0,125.0
